"","title","topic","time","path"
"221","Tiffany推薦88禮和七夕禮　褲帶勒...(4825)","時尚","21:20","/realtimenews/article/fashion/20160714/908230/Tiffany推薦88禮和七夕禮　褲帶勒緊表心意"
"222","八三夭團員2個進醫院　自嘲「最硬的一年」(7612)","娛樂","21:16","/realtimenews/article/entertainment/20160714/908257/八三夭團員2個進醫院　自嘲「最硬的一年」"
"223","一銀ATM盜領金額 　達8327萬元(5322)","財經","21:16","/realtimenews/article/finance/20160714/908293/一銀ATM盜領金額　達8327萬元"
"224","玩家四處抓怪　美動物收容所盼幫忙遛狗(3499)","國際","21:16","/realtimenews/article/international/20160714/908310/玩家四處抓怪　美動物收容所盼幫忙遛狗"
"225","【TOMO雙語爆】Yelp高階主管大峽谷...(3548)","國際","21:15","/realtimenews/article/international/20160714/908326/【TOMO雙語爆】Yelp高階主管大峽谷賞景　墜崖身亡"
"226","【好好養身】哈菸主播張宇告別台視　「從電...(76583)","娛樂","21:12","/realtimenews/article/entertainment/20160714/908039/【好好養身】哈菸主播張宇告別台視　「從電視新聞畢業」"
"227","【法廣RFI】遙控ATM機自動吐鈔嫌犯被...(4191)","社會","21:10","/realtimenews/article/local/20160714/908227/【法廣RFI】遙控ATM機自動吐鈔嫌犯被鎖定"
"228","【假的】Hebe新歌MV被批　搬出海濤法...(25454)","娛樂","21:10","/realtimenews/article/entertainment/20160714/907980/【假的】Hebe新歌MV被批　搬出海濤法師救援"
"229","四招秘技拍風景照　翻轉手機拍出美麗倒影(2070)","生活","21:10","/realtimenews/article/life/20160714/908304/四招秘技拍風景照　翻轉手機拍出美麗倒影"
"230","【公庫】137所大學濫用學習型助理　學權...(1129)","政治","21:06","/realtimenews/article/politics/20160714/908309/【公庫】137所大學濫用學習型助理　學權團體赴勞動部檢舉"
"231","【公庫】民團籲：請總統撤回司法院政府院長...(2461)","政治","21:05","/realtimenews/article/politics/20160714/908307/【公庫】民團籲：請總統撤回司法院政府院長及大法官提名案"
"232","魔鬼藏在細節裡　小英政府的BUG是這個(7357)","財經","21:04","/realtimenews/article/finance/20160714/907714/魔鬼藏在細節裡　小英政府的BUG是這個"
"233","【鄉民焦點】明天Pokemon Go？假...(39800)","生活","21:04","/realtimenews/article/life/20160714/908200/【鄉民焦點】明天PokemonGo？假的？這個消息業障重●凸肚！華心戀夜唱林心如露孕味"
"234","張韶涵露肩開聽歌會　搭油畫藝術打歌(4416)","娛樂","21:02","/realtimenews/article/entertainment/20160714/908236/張韶涵露肩開聽歌會　搭油畫藝術打歌"
"235","【更新】林智勝開轟貢獻2打點　中信3比1...(16178)","體育","21:01","/realtimenews/article/sports/20160714/908183/【更新】林智勝開轟貢獻2打點　中信3比1勝義大"
"236","【法廣RFI】涉盜取美軍機資料商人蘇斌被...(887)","國際","21:00","/realtimenews/article/international/20160714/908303/【法廣RFI】涉盜取美軍機資料商人蘇斌被判"
"237","【公庫】環團：搶救白海豚 要求能源局撤除...(905)","政治","21:00","/realtimenews/article/politics/20160714/908305/【公庫】環團：搶救白海豚要求能源局撤除離岸風電區塊"
"238","【TOMO雙語爆】義大利兩列火車迎面相撞...(1156)","國際","21:00","/realtimenews/article/international/20160714/908325/【TOMO雙語爆】義大利兩列火車迎面相撞25死"
"239","顏寬恒「肉搜」小黃司機一整天　結果…(14926)","政治","20:56","/realtimenews/article/politics/20160714/908255/顏寬恒「肉搜」小黃司機一整天　結果…"
"240","美媒專訪阿薩德：美國沒有認真在打IS(3888)","國際","20:55","/realtimenews/article/international/20160714/908288/美媒專訪阿薩德：美國沒有認真在打IS"
"241","勞動部：外勞患愛滋　要找到新僱主才能換(2376)","生活","20:55","/realtimenews/article/life/20160714/908301/勞動部：外勞患愛滋　要找到新僱主才能換"
"242","熱傷害恐致命　3點不漏防曬(25390)","副刊","20:54","/realtimenews/article/strange/20160714/907450/熱傷害恐致命　3點不漏防曬"
"243","【公庫】[影片]華信航空薪情差  地勤：...(6171)","生活","20:50","/realtimenews/article/life/20160714/906791/【公庫】[影片]華信航空薪情差地勤：1個人當4個人"
"244","窮人看病欠費　診斷書竟遭註「無恥之徒」(18174)","社會","20:50","/realtimenews/article/local/20160714/907856/窮人看病欠費　診斷書竟遭註「無恥之徒」"
"245","7月14日台灣彩券開獎號碼(3176)","生活","20:50","/realtimenews/article/life/20160714/908296/7月14日台灣彩券開獎號碼"
"246","黑影劃過窗　探頭驚見男陳屍大排(14784)","社會","20:49","/realtimenews/article/local/20160714/907955/黑影劃過窗　探頭驚見男陳屍大排"
"247","神奇寶貝迷必敗　用空拍機更好抓(3967)","3C","20:48","/realtimenews/article/3c/20160714/908298/神奇寶貝迷必敗　用空拍機更好抓"
"248","【獨家有片】周幼婷湊好字　兒子10月報到(124632)","娛樂","20:46","/realtimenews/article/entertainment/20160714/907806/【獨家有片】周幼婷湊好字　兒子10月報到"
"249","​20多歲姊妹花竟卵巢早衰　醫師：恐因外...(63102)","生活","20:44","/realtimenews/article/life/20160714/907883/​20多歲姊妹花竟卵巢早衰　醫師：恐因外食"
"250","為何大家都迷Pokemon GO　原來是...(65280)","生活","20:42","/realtimenews/article/life/20160714/907666/為何大家都迷PokemonGO　原來是這原因"
"251","沒錢買動漫周邊沒關係　日本紅十字會幫你(1368)","生活","20:42","/realtimenews/article/life/20160714/908291/沒錢買動漫周邊沒關係　日本紅十字會幫你"
"252","村上春樹首部電子書今上市　新作最快年底出...(1123)","副刊","20:40","/realtimenews/article/strange/20160714/908292/村上春樹首部電子書今上市　新作最快年底出版"
"253","瞎！柯市府環保局竟新設「味道課」？(4151)","生活","20:35","/realtimenews/article/life/20160714/908095/瞎！柯市府環保局竟新設「味道課」？"
"254","光田護理師態度差被毆？　第三者還原現場(123095)","社會","20:33","/realtimenews/article/local/20160714/907831/光田護理師態度差被毆？　第三者還原現場"
"255","12星座通通有　PANDORA伴你友誼長...(3415)","時尚","20:33","/realtimenews/article/fashion/20160714/908249/12星座通通有　PANDORA伴你友誼長存"
"256","主播石怡潔轉主持　第一天就負傷(7152)","娛樂","20:32","/realtimenews/article/entertainment/20160714/908193/主播石怡潔轉主持　第一天就負傷"
"257","家鄉開轟　花蓮人鄭鎧文挑戰新人球季18轟(4462)","體育","20:29","/realtimenews/article/sports/20160714/908285/家鄉開轟　花蓮人鄭鎧文挑戰新人球季18轟"
"258","三張照片網友驚　寶可夢開放區「宛如邪教」(74530)","生活","20:28","/realtimenews/article/life/20160714/907796/三張照片網友驚　寶可夢開放區「宛如邪教」"
"259","瞎！電線桿插路中央　假扮分隔島？(3728)","生活","20:27","/realtimenews/article/life/20160714/908280/瞎！電線桿插路中央　假扮分隔島？"
"260","【獨家】自己的冗員自己抓　5綠委組「打肥...(13262)","政治","20:25","/realtimenews/article/politics/20160714/908201/【獨家】自己的冗員自己抓　5綠委組「打肥貓小組」"
"261","一銀盜領案　嫌犯安德列斯照曝光(16311)","社會","20:25","/realtimenews/article/local/20160714/908266/一銀盜領案　嫌犯安德列斯照曝光"
"262","台鐵爆炸案　嫌犯仍無法做筆錄(4130)","社會","20:24","/realtimenews/article/local/20160714/907893/台鐵爆炸案　嫌犯仍無法做筆錄"
"263","日本冰上精靈襲台！14歲本田真凜小巨蛋見(4315)","體育","20:20","/realtimenews/article/sports/20160714/908281/日本冰上精靈襲台！14歲本田真凜小巨蛋見"
"264","綠營主委聯誼會長出爐　南市黨部主委顏純左...(2054)","政治","20:19","/realtimenews/article/politics/20160714/908187/綠營主委聯誼會長出爐　南市黨部主委顏純左出線"
"265","老大國輝全壘打大賽尬老么國麟　老二餵球(3786)","體育","20:19","/realtimenews/article/sports/20160714/908212/老大國輝全壘打大賽尬老么國麟　老二餵球"
"266","海科院前發現浮屍　2海巡救援時腿骨折(13450)","社會","20:17","/realtimenews/article/local/20160714/907688/海科院前發現浮屍　2海巡救援時腿骨折"
"267","【首例】她打110謊報失竊　遭法院裁罰2...(24895)","社會","20:16","/realtimenews/article/local/20160714/908053/【首例】她打110謊報失竊　遭法院裁罰2千"
"268","【法廣RFI】陸施壓成功 東協共同聲明流...(4506)","國際","20:15","/realtimenews/article/international/20160714/908251/【法廣RFI】陸施壓成功東協共同聲明流產"
"269","妻月退俸比月薪多？　張盛和向監委說明是淨...(6587)","政治","20:15","/realtimenews/article/politics/20160714/908267/妻月退俸比月薪多？　張盛和向監委說明是淨所得"
"270","【獨家直擊】歐陽龍看1億豪宅　妮妮出國當...(224207)","娛樂","20:13","/realtimenews/article/entertainment/20160714/907563/【獨家直擊】歐陽龍看1億豪宅　妮妮出國當志工被酸爆"
"271","H奶柔軟度超群　雨宮留菜伏地挺身下不去(151137)","正妹","20:11","/realtimenews/article/beauty/20160714/908254/H奶柔軟度超群　雨宮留菜伏地挺身下不去"
"272","休7天照開轟　林智勝21轟獨居全壘打王(6293)","體育","20:10","/realtimenews/article/sports/20160714/908216/休7天照開轟　林智勝21轟獨居全壘打王"
"273","閃避一周　爆蛋女學生終於現身(13587)","生活","20:09","/realtimenews/article/life/20160714/907782/閃避一周　爆蛋女學生終於現身"
"274","周幼婷產子後復出　預約戲裡也當媽(15588)","娛樂","20:08","/realtimenews/article/entertainment/20160714/908100/周幼婷產子後復出　預約戲裡也當媽"
"275","【法廣RFI】新興經濟體現復蘇跡象(1060)","財經","20:05","/realtimenews/article/finance/20160714/908241/【法廣RFI】新興經濟體現復蘇跡象"
"276","漁船遭撞沉　越南要中國賠償(4153)","國際","20:02","/realtimenews/article/international/20160714/908247/漁船遭撞沉　越南要中國賠償"
"277","日本讓人尖叫的設計　你看過幾個　　　(11393)","地產","20:01","/realtimenews/article/property/20160714/908025/日本讓人尖叫的設計　你看過幾個　　　"
"278","【人夫妄想】吳中天導片推妻下海　床戲想自...(15427)","娛樂","20:01","/realtimenews/article/entertainment/20160714/908049/【人夫妄想】吳中天導片推妻下海　床戲想自己上"
"279","不用找教練　這三招讓你擁有大胸肌(3785)","生活","20:00","/realtimenews/article/life/20160714/908253/不用找教練　這三招讓你擁有大胸肌"
"280","朴信惠有偷練　嬌羞跳TWICE謝恩(16736)","娛樂","19:58","/realtimenews/article/entertainment/20160714/907903/朴信惠有偷練　嬌羞跳TWICE謝恩"
"281","【咖啡倒了~沒關係】宏碁推防潑水小筆電(2106)","財經","19:57","/realtimenews/article/finance/20160714/908240/【咖啡倒了~沒關係】宏碁推防潑水小筆電"
"282","非洲隨想：法國純情男遇上非洲心機女(2636)","論壇","19:57","/realtimenews/article/forum/20160714/908258/非洲隨想：法國純情男遇上非洲心機女"
"283"," 【醫藥新知】老師出現職業倦怠可能會影響...(939)","國際","19:55","/realtimenews/article/international/20160714/908260/【醫藥新知】老師出現職業倦怠可能會影響到學生？"
"284","【法廣RFI】陸前副總理之子捲入萬科豪宅...(1609)","國際","19:55","/realtimenews/article/international/20160714/908222/【法廣RFI】陸前副總理之子捲入萬科豪宅疑雲"
"285","203公分澳門第1長人讀台師大　籃排雙棲(5252)","體育","19:54","/realtimenews/article/sports/20160714/908261/203公分澳門第1長人讀台師大　籃排雙棲"
"286","【公庫】周平：即便身體惡化，仍要痛斥高教...(2400)","論壇","19:50","/realtimenews/article/forum/20160714/906958/【公庫】周平：即便身體惡化，仍要痛斥高教敗壞！"
"287","南海仲裁的啟示：台灣人角色錯置的民粹(5323)","論壇","19:50","/realtimenews/article/forum/20160714/908248/南海仲裁的啟示：台灣人角色錯置的民粹"
"288","【有片】惡意程式盜領8千萬　神秘資安部隊...(138194)","社會","19:49","/realtimenews/article/local/20160714/907405/【有片】惡意程式盜領8千萬　神秘資安部隊出動緝凶"
"289","【報喜】台積電Q2 EPS 2.8元　本...(5837)","財經","19:46","/realtimenews/article/finance/20160714/907924/【報喜】台積電Q2EPS2.8元　本季營收增15"
"290","【壹週刊】M-Benz GLA雙生車　I...(5297)","壹週刊","19:46","/realtimenews/article/nextmag/20160714/908177/【壹週刊】M-BenzGLA雙生車　InfinitiQ30平價搶市"
"291","謝哲青站台百年靈救難錶　讚「值得的生命投...(2694)","時尚","19:45","/realtimenews/article/fashion/20160714/908101/謝哲青站台百年靈救難錶　讚「值得的生命投資」"
"292","【法廣RFI】巴黎協和廣場(600)","副刊","19:45","/realtimenews/article/strange/20160714/908218/【法廣RFI】巴黎協和廣場"
"293","客運喊減班　公路局：擅自減班最高罰9萬元(1997)","生活","19:38","/realtimenews/article/life/20160714/908237/客運喊減班　公路局：擅自減班最高罰9萬元"
"294","花蓮應援團加持　N4直逼3成打擊率(2066)","體育","19:38","/realtimenews/article/sports/20160714/908239/花蓮應援團加持　N4直逼3成打擊率"
"295","【更新】英國央行按兵不動　英鎊猛升2.4...(2613)","財經","19:36","/realtimenews/article/finance/20160714/908205/【更新】英國央行按兵不動　英鎊猛升2.49"
"296","【法廣RFI】曾鈺成選特首？每天講得露一...(374)","國際","19:35","/realtimenews/article/international/20160714/908208/【法廣RFI】曾鈺成選特首？每天講得露一些"
"297","穿Nike被罵漢奸　強國男地鐵大打出手 (7078)","國際","19:35","/realtimenews/article/international/20160714/908223/穿Nike被罵漢奸　強國男地鐵大打出手"
"298","【抓寶怪事多】瘋玩《Pokemon Go...(12161)","國際","19:34","/realtimenews/article/international/20160714/907913/【抓寶怪事多】瘋玩《PokemonGo》　抓到通緝犯"
"299","周末登台快閃　AV天使萌伴唱求饒(9099)","娛樂","19:33","/realtimenews/article/entertainment/20160714/908134/周末登台快閃　AV天使萌伴唱求饒"
"300","【熱舞有片】這支舞讓台北紅到全世界　全球...(129684)","生活","19:30","/realtimenews/article/life/20160714/907290/【熱舞有片】這支舞讓台北紅到全世界　全球85城市瘋傳"
"301","批遠雄指控　柯P：我設的刑堂　他還沒走進...(42241)","生活","19:27","/realtimenews/article/life/20160714/908004/批遠雄指控　柯P：我設的刑堂　他還沒走進來"
"302","【法廣RFI】大陸推進國企央企改革(670)","財經","19:25","/realtimenews/article/finance/20160714/908206/【法廣RFI】大陸推進國企央企改革"
"303","【GAME啥】雷霆Roberson來台　...(872)","3C","19:22","/realtimenews/article/3c/20160714/908228/【GAME啥】雷霆Roberson來台　嗨翻全場"
"304","中信7月打3場　先發投手今天救援熱手感(5630)","體育","19:20","/realtimenews/article/sports/20160714/908229/中信7月打3場　先發投手今天救援熱手感"
"305","孫怡辦紮染展　閨密盧南君想到髒話T恤(2785)","時尚","19:17","/realtimenews/article/fashion/20160714/908063/孫怡辦紮染展　閨密盧南君想到髒話T恤"
"306","【沃草】聘僱外籍看護家庭無法申請「喘息」...(2175)","政治","19:16","/realtimenews/article/politics/20160714/908226/【沃草】聘僱外籍看護家庭無法申請「喘息」服務林淑芬：都有繳稅怎成二等公民？│長期照護"
"307","【法廣RFI】特首薦港生升學大陸 子女卻...(1610)","國際","19:15","/realtimenews/article/international/20160714/908197/【法廣RFI】特首薦港生升學大陸子女卻留英"
"308","【壹週刊】雪紅姐賺到　推電競VR宏碁只能...(2311)","壹週刊","19:13","/realtimenews/article/nextmag/20160714/908225/【壹週刊】雪紅姐賺到　推電競VR宏碁只能乖乖買Vive"
"309","【動畫呈現】他兩年只花176元　省錢關鍵...(62469)","國際","19:12","/realtimenews/article/international/20160714/907631/【動畫呈現】他兩年只花176元　省錢關鍵是這個"
"310","【慎入】大喊討厭人生　美19歲青年誘警殺...(7260)","國際","19:12","/realtimenews/article/international/20160714/907996/【慎入】大喊討厭人生　美19歲青年誘警殺他"
"311","【有片】媒介少女賣淫　恩客還沒來他先上(169206)","社會","19:11","/realtimenews/article/local/20160714/907400/【有片】媒介少女賣淫　恩客還沒來他先上"
"312","胡智為閃耀未來之星賽　看好名列百大新秀(5506)","體育","19:11","/realtimenews/article/sports/20160714/908088/胡智為閃耀未來之星賽　看好名列百大新秀"
"313","【有片】這小三好狂　不甘被甩燒正宮車(67064)","社會","19:10","/realtimenews/article/local/20160714/907601/【有片】這小三好狂　不甘被甩燒正宮車"
"314","M-346FT升級版亮相　爭取我空軍高教...(10755)","政治","19:10","/realtimenews/article/politics/20160714/908153/M-346FT升級版亮相　爭取我空軍高教機採購"
"315","女童社區泳池溺水　送醫搶救未脫險境(18175)","社會","19:06","/realtimenews/article/local/20160714/908186/女童社區泳池溺水　送醫搶救未脫險境"
"316","豪恩師戴東尼爆料：尼克有人恨林來瘋(92803)","體育","19:05","/realtimenews/article/sports/20160714/907690/豪恩師戴東尼爆料：尼克有人恨林來瘋"
"317","洪秀柱：2年內清查國民黨產　扣除負債全捐...(36358)","政治","19:05","/realtimenews/article/politics/20160714/907739/洪秀柱：2年內清查國民黨產　扣除負債全捐做公益"
"318","【法廣RFI】遏陸人炒樓囤積 溫市擬徵空...(1241)","財經","19:05","/realtimenews/article/finance/20160714/908195/【法廣RFI】遏陸人炒樓囤積溫市擬徵空置稅"
"319","融化惹～天王嫂曬1歲兒　肥小手太Q(39806)","娛樂","19:04","/realtimenews/article/entertainment/20160714/907915/融化惹～天王嫂曬1歲兒　肥小手太Q"
"320","司機為公車充電　技工少做這事害他被電死(10099)","社會","19:04","/realtimenews/article/local/20160714/908179/司機為公車充電　技工少做這事害他被電死"
"321","北京尊重美方在南海利益　不要干擾區域國家(3013)","國際","19:04","/realtimenews/article/international/20160714/908203/北京尊重美方在南海利益　不要干擾區域國家"
"322","不爽被老闆兒開除　男藉酒壯膽要同歸於盡(6285)","社會","19:03","/realtimenews/article/local/20160714/907848/不爽被老闆兒開除　男藉酒壯膽要同歸於盡"
"323","文化局斷水斷電　南市議政館自行發電開館(1955)","生活","19:01","/realtimenews/article/life/20160714/908202/文化局斷水斷電　南市議政館自行發電開館"
"324","TRF投資爭議　半數與銀行和解(1988)","財經","18:58","/realtimenews/article/finance/20160714/908204/TRF投資爭議　半數與銀行和解"
"325","飲料包材股生力軍　吉源控股申請第一上市(1959)","財經","18:58","/realtimenews/article/finance/20160714/908209/飲料包材股生力軍　吉源控股申請第一上市"
"326","劉昱言還沒牛棚　先被職棒震撼教育(6583)","體育","18:56","/realtimenews/article/sports/20160714/908157/劉昱言還沒牛棚　先被職棒震撼教育"
"327","大老闆紛紛轉籍當外國人　會計師：稅制有別(4092)","財經","18:56","/realtimenews/article/finance/20160714/908198/大老闆紛紛轉籍當外國人　會計師：稅制有別"
"328","【法廣RFI】新種小蟲命名“習近平” 北...(2941)","國際","18:55","/realtimenews/article/international/20160714/908194/【法廣RFI】新種小蟲命名“習近平”北京不爽"
"329","日職二軍明星賽　吳念庭3支2、1打點1得...(3571)","體育","18:55","/realtimenews/article/sports/20160714/908210/日職二軍明星賽　吳念庭3支2、1打點1得分"
"330","【更新】Pokémon超夯　網拍搜尋量爆...(4290)","生活","18:53","/realtimenews/article/life/20160714/908136/【更新】Pokémon超夯　網拍搜尋量爆增2倍"
